"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6"
"saldo_medio_var5_hace2","saldo_var30","num_of_used","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_ult13","num_var35","ind_comb_rank","sald0_quantile_diff_3","ind_var30","f_num_3_sum_num","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_imp_op_var41_comer_ult13","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38","num_med_var22_ult3","var15","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_larger","0.829785","0.840828","0.836248","0.811751","0.835473","0.828492"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_2","max.saldo","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var5","f_diff_num_var30_4","num_var42","imp_op_var41_ult1","new_num_prcnt","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","abs_f_ratio_num_var30_saldo_var30","var36","f_diff_imp_op_var41_efect_comer_ult1","0.825571","0.829608","0.822172","0.810276","0.820641","0.817765"
"num_var22_hace2","f_diff_var_15_larger","num_var45_hace3","saldo_var30","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_42","var15_ratio","f_diff_var_15_var_36_rank","new_ind_var5_0","new_num_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","f_num_non_zero_sum_ind","ind_var30","nonzerocount.num","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var45_ult13","var38_ratio","0.842778","0.841915","0.835478","0.824716","0.824128","0.830199"
"ind_comb_rank","num_var22_hace2","var36","var38","num_meses_var5_ult3","new_num_sum","num_var42","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_ult1","ind_var5","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_larger","new_ind_var5_0","var15","var38_ratio","var15_ratio","saldo_var42","f_diff_num_var30_4","saldo_medio_var5_hace3","saldo_var30","0.833959","0.833191","0.829805","0.821893","0.824468","0.828939"
"f_diff_var_15_var_38","new_ind_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","var38_ratio","num_var35","abs_f_ratio_num_var30_saldo_var30","f_num_quan_70_sum_imp","num_var22_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace3","imp_op_var39_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_quantile_diff_1","saldo_var5","ind_var30","imp_op_var41_comer_ult1","abs_f_diff_saldo_medio_var5_8_ult11","0.815102","0.820113","0.821044","0.802113","0.804939","0.804882"
"saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_3_sum_num","imp_op_var41_comer_ult3","var15","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult3","num_quantile_diff_1","var38_ratio","num_med_var45_ult3","var15_ratio","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var8","num_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var42","0.84009","0.837506","0.835678","0.822268","0.833573","0.826328"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var5","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_3","saldo_var5","saldo_medio_var5_hace3","new_ind_group5_sum","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_ratio_num_var30_saldo_var30","new_num_var30_0","num_meses_var39_vig_ult3","num_var30","new_num_sum","ind_var30","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","0.827055","0.835678","0.822652","0.810499","0.815541","0.820186"
"var15","num_quantile_diff_3","new_ind_var5_0","num_of_used","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","f_diff_saldo_medio_var5_ult13","f_diff_imp_op_var39_comer_ult13","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","saldo_medio_var5_ult1","num_var42","new_num_var30_0","num_var30","saldo_var5","f_diff_num_var30_4","new_num_var5_0","new_ind_sum","abs_f_diff_num_var30_4","num_meses_var39_vig_ult3","0.820719","0.825711","0.818168","0.804482","0.831395","0.82276"
"n0","f_diff_var_15_larger","num_quantile_diff_3","var15","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var5_ult3","new_num_group5_sum","abs_f_diff_saldo_var5_30","num_var5","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_rank","new_ind_0_group5_sum","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_hace2","nonzerocount.saldo","num_med_var22_ult3","new_num_prcnt","new_num_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace2","0.827354","0.83487","0.830273","0.818394","0.830004","0.807473"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_ult1","f_diff_var_15_larger","saldo_var42","f_num_non_zero_sum_ind","abs_f_ratio_num_var30_saldo_var30","new_num_sum","imp_op_var39_efect_ult1","max.saldo","f_diff_var_15_var_38","f_num_3_sum_num","num_var22_hace2","imp_trans_var37_ult1","new_num_group5_sum","abs_f_diff_num_var30_4","sald0_quantile_diff_3","num_med_var45_ult3","f_ratio_num_var42_saldo_var42","num_var42","var15_ratio","0.837263","0.822975","0.814696","0.82069","0.822045","0.811062"
"f_num_non_zero_sum_ind","var15","new_num_var5_0","f_diff_var_15_var_38","max.saldo","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult3","num_var4","num_meses_var39_vig_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_of_used","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var35","f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","0.837041","0.827926","0.821693","0.823307","0.827736","0.826964"
"f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","f_ratio_num_var42_saldo_var42","imp_op_var39_ult1","f_diff_num_var30_4","ind_var30","var38","new_num_var30_0","var15","f_num_quan_70_sum_saldo","num_of_used","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","num_var42","var38_ratio","num_var30","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_ult1","0.827645","0.823095","0.836584","0.823397","0.835335","0.829008"
"ind_comb_rank","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_cutpoint_smaller","saldo_var5","new_num_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_num_var30_4","num_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","sald0_quantile_diff_2","new_ind_var5_0","new_num_group5_prcnt","nonzerocount.saldo","new_num_sum","imp_trans_var37_ult1","var15_ratio","f_diff_imp_op_var41_efect_comer_ult1","0.825829","0.827093","0.821329","0.809418","0.824982","0.811699"
"saldo_medio_var5_hace2","f_diff_num_var30_4","f_diff_var_15_var_36_rank","abs_f_ratio_num_var5_saldo_var5","num_var22_ult3","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_hace3","num_of_used","max.saldo","saldo_var30","new_num_prcnt","var38_ratio","sald0_quantile_diff_1","abs_f_diff_saldo_var5_42","saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","saldo_var42","num_var35","new_ind_0_group5_sum","0.840994","0.839045","0.82386","0.824621","0.836811","0.826931"
"saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_var30_0","var15_ratio","new_num_group5_prcnt","ind_comb_rank","nonzerocount.num","sald0_quantile_diff_1","num_var4","f_diff_num_var30_4","new_num_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","new_ftr_ult1_ult3_ratio_num_var45","num_var35","num_med_var45_ult3","nonzerocount.saldo","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace2","f_diff_var_15_var_36_cutpoint_smaller","0.833281","0.824062","0.826184","0.800463","0.807613","0.817098"
"f_diff_saldo_medio_var5_8_ult11","num_of_used","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","var15_ratio","f_diff_var_15_var_36_rank","var15","saldo_medio_var5_ult3","var38","imp_op_var39_ult1","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_num_var45","new_num_group5_sum","imp_op_var41_comer_ult1","f_num_non_zero_sum_ind","saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_sum","0.833984","0.835356","0.829497","0.821743","0.831782","0.822749"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_efect_ult3","new_ftr_ult1_ult3_ratio_num_var45","nonzerocount.saldo","num_med_var45_ult3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_ult1","var15","saldo_medio_var5_hace2","ind_var5","var38","abs_f_diff_saldo_medio_var5_ult13","imp_ent_var16_ult1","num_var30_0","saldo_var30","abs_f_diff_saldo_var5_30","new_ind_group5_sum","num_var22_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","0.84299","0.831041","0.841404","0.828603","0.839155","0.831726"
"abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var30_0","new_num_group5_sum","f_diff_num_var30_4","num_var35","f_diff_saldo_medio_var5_8_ult11","max.saldo","n0","saldo_var5","imp_op_var41_efect_ult3","f_diff_imp_op_var41_efect_ult13","num_meses_var5_ult3","abs_f_diff_num_var30_4","ind_comb_rank","ind_var5","imp_op_var41_efect_ult1","var15","new_ind_sum","f_diff_var_15_var_36_rank","f_num_quan_70_sum_saldo","0.82726","0.826326","0.82136","0.810272","0.817926","0.813261"
"saldo_var30","var38_ratio","f_diff_var_15_var_38","f_diff_var_15_var_36_rank","f_num_non_zero_sum_ind","num_var45_ult3","num_meses_var39_vig_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_larger","f_diff_imp_op_var39_comer_ult13","new_num_prcnt","num_quantile_diff_1","sald0_quantile_diff_2","num_var4","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","max.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_group5_sum","0.818575","0.838573","0.833648","0.823909","0.822135","0.800299"
"num_var45_ult1","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","f_num_non_zero_sum_ind","f_diff_var_15_var_36_less_60","saldo_var30","max.saldo","new_ind_group5_sum","new_ind_sum","num_var45_hace2","var38","var38_ratio","num_var4","ind_comb_rank","var15","new_num_sum","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_0_group5_sum","0.833653","0.839965","0.834982","0.821193","0.823641","0.826174"
"ind_var30","saldo_var42","saldo_medio_var5_ult3","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","new_num_sum","abs_f_diff_saldo_medio_var5_8_ult11","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var45_ult13","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","num_var30","new_num_var30_0","saldo_medio_var5_hace3","f_diff_var_15_larger","nonzerocount.saldo","0.831454","0.820745","0.815298","0.807732","0.820416","0.809894"
"var15","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_38","sald0_quantile_diff_1","new_num_var8_0","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_group5_sum","num_var4","max.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38","saldo_var8","abs_f_diff_num_var30_4","new_num_sum","f_num_quan_70_sum_saldo","saldo_var30","num_meses_var5_ult3","num_med_var45_ult3","0.837377","0.834857","0.834708","0.816022","0.832474","0.82695"
"new_ind_sum","new_num_group5_prcnt","nonzerocount.saldo","new_num_prcnt","nonzerocount.num","n0","saldo_medio_var8_ult1","saldo_medio_var5_ult1","num_var30","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_42","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_sum","new_num_var30_0","sald0_quantile_diff_1","new_ind_0_group5_sum","num_var35","num_var45_hace2","imp_trans_var37_ult1","0.831968","0.81065","0.810964","0.804438","0.814772","0.822083"
"num_var45_ult3","nonzerocount.saldo","num_var4","f_diff_imp_op_var41_efect_ult13","var38","new_num_var5_0","sald0_quantile_diff_1","f_diff_num_var30_4","ind_var30","new_ind_var30_0","var38_ratio","f_num_non_zero_sum_ind","f_diff_var_15_var_38","var15","imp_op_var39_comer_ult3","imp_ent_var16_ult1","f_diff_saldo_medio_var5_8_ult11","f_num_3_sum_num","f_diff_saldo_var5_saldo_medio_var5_hace3","var36","0.831042","0.83592","0.831001","0.815399","0.829606","0.809679"
"new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_num_var30_4","max.saldo","abs_f_ratio_num_var30_saldo_var30","new_num_prcnt","saldo_var30","saldo_medio_var5_ult3","new_ind_var5_0","num_med_var45_ult3","num_of_used","imp_op_var41_efect_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_less_60","imp_ent_var16_ult1","imp_op_var41_efect_ult1","var38_ratio","var15_ratio","num_var45_ult3","0.83406","0.835555","0.81476","0.81957","0.835283","0.817322"
"num_med_var45_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_prcnt","new_ftr_ult1_ult3_ratio_num_var45","f_ratio_num_var42_saldo_var42","var15","nonzerocount.saldo","f_diff_var_15_var_36_rank","num_med_var22_ult3","new_num_prcnt","imp_op_var39_comer_ult3","sald0_quantile_diff_2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","saldo_var30","f_diff_num_var45_ult13","new_num_var30_0","saldo_medio_var5_hace3","f_num_non_zero_sum_ind","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.8299","0.827224","0.82982","0.813744","0.818719","0.822575"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace2","new_num_var30_0","new_ind_var30_0","imp_trans_var37_ult1","saldo_var5","new_ind_0_group5_sum","num_var45_hace2","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var22","nonzerocount.num","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","ind_comb_rank","f_diff_var_15_var_38","var15","saldo_var30","abs_f_diff_num_var30_4","0.843701","0.842224","0.828708","0.812315","0.821954","0.829117"
"new_ind_sum","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_ult13","f_num_3_sum_num","num_var4","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","n0","num_var45_hace2","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_prcnt","saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_var30_0","num_meses_var39_vig_ult3","num_med_var45_ult3","ind_comb_rank","0.815086","0.813223","0.826774","0.815785","0.801785","0.819729"
"saldo_medio_var5_hace3","num_med_var22_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var35","f_diff_var_15_var_38","saldo_var8","new_num_sum","nonzerocount.num","num_var45_hace2","ind_var30","f_diff_var_15_var_36_less_60","abs_f_diff_num_var30_4","num_var45_ult1","saldo_medio_var5_ult1","new_num_var8_0","var15_ratio","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.8389","0.836445","0.830431","0.821285","0.831551","0.826883"
"abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_ult3","new_num_group5_sum","f_num_non_zero_sum_ind","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_38","new_num_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","sald0_quantile_diff_3","saldo_var42","num_meses_var5_ult3","saldo_var5","new_num_group5_prcnt","f_diff_var_15_var_36_rank","var36","f_num_3_sum_num","saldo_medio_var5_hace2","new_ind_var30_0","var38","0.834851","0.837843","0.836913","0.803136","0.813488","0.825771"
"saldo_var5","num_var45_ult1","num_var22_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","var15_ratio","f_diff_var_15_var_36_rank","var15","f_num_quan_70_sum_saldo","num_var4","num_var30","saldo_medio_var5_hace2","saldo_var42","new_ind_var5_0","n0","num_var42","new_ind_sum","abs_f_diff_saldo_var5_30","var38_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_non_zero_sum_ind","0.841538","0.839005","0.834014","0.803777","0.82821","0.810945"
"new_num_group5_sum","f_num_3_sum_num","saldo_var30","num_var22_hace2","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_rank","imp_op_var41_ult1","var15_ratio","saldo_var42","new_num_prcnt","new_num_var30_0","num_meses_var5_ult3","f_ratio_num_var42_saldo_var42","imp_op_var41_comer_ult1","f_num_non_zero_sum_ind","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","num_med_var22_ult3","0.825184","0.829965","0.818831","0.816284","0.825165","0.812628"
"new_num_prcnt","imp_op_var39_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var30","new_ind_sum","saldo_medio_var5_hace3","abs_f_diff_num_var30_4","ind_var5","ind_comb_rank","saldo_var5","saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","new_num_var30_0","abs_f_diff_saldo_medio_var5_ult13","nonzerocount.num","var15","f_diff_var_15_var_36_rank","max.saldo","imp_op_var39_ult1","num_med_var22_ult3","0.831198","0.83056","0.828241","0.816766","0.826864","0.810463"
"imp_op_var39_comer_ult3","var38","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_2","saldo_medio_var5_ult3","new_num_group5_prcnt","saldo_var30","ind_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_sum","abs_f_diff_saldo_medio_var5_ult13","new_num_prcnt","f_diff_saldo_medio_var5_8_ult11","num_med_var45_ult3","f_ratio_num_var42_saldo_var42","ind_var30","f_diff_var_15_var_36_rank","var15","num_var30","nonzerocount.num","0.828931","0.82912","0.835463","0.824585","0.822889","0.809242"
"num_var45_ult3","f_diff_saldo_medio_var5_ult13","abs_f_diff_num_var30_4","imp_var43_emit_ult1","saldo_var30","f_diff_var_15_var_36_rank","nonzerocount.num","num_var45_hace2","sald0_quantile_diff_2","sald0_quantile_diff_3","new_num_var5_0","f_diff_num_var43_emit_recib_ult1","f_num_quan_70_sum_saldo","num_var45_hace3","var38_ratio","imp_trans_var37_ult1","new_num_sum","f_diff_var_15_larger","num_meses_var39_vig_ult3","new_ind_var30_0","0.843275","0.839288","0.816706","0.809752","0.835802","0.802556"
